country,scenario,age_group,infant_cases,infant_infections,mean_infant_age_population,analysis_years,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,current_infant_cases_per_100k,relative_reduction_infant_cases,analysis_window,rank
China,pregnancy_tdap_scaleup,infant_3_11m,437863.32408740313,987842.5018419913,6601974.003116622,26.013698630136986,254.95448444316014,575.1906175130871,259.2941971128306,0.016736636291872165,2025_2050_full_horizon,8.0
China,current,infant_3_11m,445316.4214225423,1004837.0909591619,6601973.978313678,26.013698630136986,259.2941971128306,585.0860516150258,259.2941971128306,0.0,2025_2050_full_horizon,9.0
China,higher_child_coverage,infant_3_11m,449993.37698069576,1015407.8731053333,6601974.009357348,26.013698630136986,262.0174447394425,591.2410935123274,259.2941971128306,-0.010502539805882671,2025_2050_full_horizon,10.0
Japan,combined_strategy,infant_0_2m,799.4452489949542,1513.154816055224,127883.73776577097,26.013698630136986,24.03096993011522,45.4847632529512,998.7297283510957,0.9759384653846338,2025_2050_full_horizon,1.0
Japan,next_generation_vaccine,infant_0_2m,12862.238489624464,17205.548918260698,127883.73792767292,26.013698630136986,386.633188921201,517.191175608584,998.7297283510957,0.6128750572394266,2025_2050_full_horizon,2.0
Japan,maternal_immunization,infant_0_2m,13371.821065361657,25324.620028141162,127883.73788011723,26.013698630136986,401.951015468845,761.2468553772619,998.7297283510957,0.5975377481428668,2025_2050_full_horizon,3.0
Japan,resistance_guided_treatment,infant_0_2m,16989.303996211474,22806.67336591741,127883.7378549012,26.013698630136986,510.6909493742859,685.5584946803505,998.7297283510957,0.48865950929743784,2025_2050_full_horizon,4.0
Japan,pregnancy_tdap_scaleup,infant_0_2m,17943.319674600934,33992.207536164395,127883.73772177304,26.013698630136986,539.3682384593827,1021.7906960705423,998.7297283510957,0.45994574593280557,2025_2050_full_horizon,5.0
Japan,cocooning_adjunct,infant_0_2m,24747.81339841855,33222.02507000324,127883.7376957395,26.013698630136986,743.9083047736375,998.639352620652,998.7297283510957,0.25514552770765,2025_2050_full_horizon,6.0
Japan,targeted_pep_high_risk,infant_0_2m,31464.041462759273,42238.12982810492,127883.73778101006,26.013698630136986,945.7951437348999,1269.65946568399,998.7297283510957,0.053001911441637906,2025_2050_full_horizon,7.0
Japan,adolescent_booster,infant_0_2m,32484.63384347951,43608.268316703434,127883.7379572087,26.013698630136986,976.4736970996723,1310.8452196967971,998.7297283510957,0.0222843384147261,2025_2050_full_horizon,8.0
Japan,current,infant_0_2m,33225.03165486568,44602.259593043666,127883.73780819954,26.013698630136986,998.7297283510957,1340.7241585180557,998.7297283510957,0.0,2025_2050_full_horizon,9.0
Japan,higher_child_coverage,infant_0_2m,33312.00690912859,44719.01916531737,127883.73774581176,26.013698630136986,1001.3441664409113,1344.233900176062,998.7297283510957,-0.002617763360395875,2025_2050_full_horizon,10.0
Japan,combined_strategy,infant_3_11m,3798.2019711763605,8183.894692678976,602953.9175284395,26.013698630136986,24.215410131180157,52.17636343657411,552.6476206406936,0.9561829107250894,2025_2050_full_horizon,1.0
Japan,next_generation_vaccine,infant_3_11m,29642.517613340653,55741.14821021239,602953.9183584567,26.013698630136986,188.9856636868997,355.37730049069324,552.6476206406936,0.6580358683752127,2025_2050_full_horizon,2.0
Japan,resistance_guided_treatment,infant_3_11m,45061.34162942441,100820.18601907862,602953.9180710192,26.013698630136986,287.2882684797989,642.7783910082019,552.6476206406936,0.48016012781030193,2025_2050_full_horizon,3.0
Japan,maternal_immunization,infant_3_11m,64402.72651771644,144429.70931400126,602953.917981413,26.013698630136986,410.599132657,920.8106019846546,552.6476206406936,0.2570326600140148,2025_2050_full_horizon,4.0
Japan,cocooning_adjunct,infant_3_11m,64999.43520352827,145817.0690062758,602953.9173919832,26.013698630136986,414.4034451167516,929.6557049121515,552.6476206406936,0.2501488658608052,2025_2050_full_horizon,5.0
Japan,targeted_pep_high_risk,infant_3_11m,82397.57550475793,184998.89919779456,602953.9178276006,26.013698630136986,525.3251667010861,1179.4591887595898,552.6476206406936,0.04943919582596257,2025_2050_full_horizon,6.0
Japan,adolescent_booster,infant_3_11m,84874.38475117536,190673.05952023048,602953.9185151873,26.013698630136986,541.116046122543,1215.634756848669,552.6476206406936,0.020866052955736736,2025_2050_full_horizon,7.0
Japan,pregnancy_tdap_scaleup,infant_3_11m,85890.76220919145,192942.48257046103,602953.917551361,26.013698630136986,547.5959543699574,1230.1034495927906,552.6476206406936,0.009140845055805591,2025_2050_full_horizon,8.0
Japan,current,infant_3_11m,86683.11919880232,194817.00604315757,602953.9177483475,26.013698630136986,552.6476206406936,1242.054460490414,552.6476206406936,0.0,2025_2050_full_horizon,9.0
Japan,higher_child_coverage,infant_3_11m,86905.89158699794,195320.08222801753,602953.917468937,26.013698630136986,554.0679047014789,1245.2618197681459,552.6476206406936,-0.0025699632238329606,2025_2050_full_horizon,10.0
New_Zealand,combined_strategy,infant_0_2m,1528.1443654212999,2893.907166227374,9505.806391167898,26.013698630136986,617.9784279413913,1170.2900862383353,3329.712536263573,0.8144048709277306,2025_2050_full_horizon,1.0
New_Zealand,next_generation_vaccine,infant_0_2m,4842.056650875713,6915.255048176264,9505.806406319838,26.013698630136986,1958.1177145634215,2796.514866902502,3329.712536263573,0.41192589653378386,2025_2050_full_horizon,2.0
New_Zealand,maternal_immunization,infant_0_2m,4852.221893350697,9228.611038526387,9505.806375101898,26.013698630136986,1962.2285240811877,3732.0312663900213,3329.712536263573,0.41069131262511427,2025_2050_full_horizon,3.0
New_Zealand,pregnancy_tdap_scaleup,infant_0_2m,5163.448008022614,9831.583488155802,9505.806411481357,26.013698630136986,2088.0877148386508,3975.8720659396145,3329.712536263573,0.3728924968454508,2025_2050_full_horizon,4.0
New_Zealand,resistance_guided_treatment,infant_0_2m,6340.293941839126,9648.655927635435,9505.80639481903,26.013698630136986,2564.001785445781,3901.8965449468096,3329.712536263573,0.22996302007410885,2025_2050_full_horizon,5.0
New_Zealand,cocooning_adjunct,infant_0_2m,7730.785749648573,11779.47099216342,9505.806401430917,26.013698630136986,3126.3138007542884,4763.593756308583,3329.712536263573,0.06108597462816645,2025_2050_full_horizon,6.0
New_Zealand,targeted_pep_high_risk,infant_0_2m,7886.055865970683,12020.100500870514,9505.806406226468,26.013698630136986,3189.1047137073283,4860.903830516242,3329.712536263573,0.04222821670786847,2025_2050_full_horizon,7.0
New_Zealand,current,infant_0_2m,8233.752546729122,12550.300122254745,9505.806398868977,26.013698630136986,3329.712536263573,5075.3154668878915,3329.712536263573,0.0,2025_2050_full_horizon,8.0
New_Zealand,adolescent_booster,infant_0_2m,8771.342957795317,13363.868148611944,9505.806404384883,26.013698630136986,3547.112986908156,5404.320694488554,3329.712536263573,-0.06529105689361958,2025_2050_full_horizon,9.0
New_Zealand,higher_child_coverage,infant_0_2m,8940.491991693303,13622.250644429565,9505.806378780553,26.013698630136986,3615.516516808848,5508.810057299428,3329.712536263573,-0.08583443088032738,2025_2050_full_horizon,10.0
New_Zealand,combined_strategy,infant_3_11m,7068.9024755440505,15436.39009618006,44834.43843089211,26.013698630136986,606.0914408867372,1323.524259650147,1925.9624400348373,0.6853046413118139,2025_2050_full_horizon,1.0
New_Zealand,next_generation_vaccine,infant_3_11m,12875.484147556856,24552.36881431171,44834.43849444158,26.013698630136986,1103.9508261776211,2105.133098417912,1925.9624400348373,0.42680563066554267,2025_2050_full_horizon,2.0
New_Zealand,resistance_guided_treatment,infant_3_11m,18618.48085668621,42501.71726739716,44834.43844535657,26.013698630136986,1596.3584057003104,3644.1197398842633,1925.9624400348373,0.17113731165420076,2025_2050_full_horizon,3.0
New_Zealand,maternal_immunization,infant_3_11m,21395.426933296014,49538.19587356295,44834.43835880448,26.013698630136986,1834.4552360287512,4247.431149048628,1925.9624400348373,0.0475124551257764,2025_2050_full_horizon,4.0
New_Zealand,cocooning_adjunct,infant_3_11m,21436.171662532,49744.24068062771,44834.438466698724,26.013698630136986,1837.9487062683463,4265.097529661307,1925.9624400348373,0.045698572275843063,2025_2050_full_horizon,5.0
New_Zealand,targeted_pep_high_risk,infant_3_11m,21704.334651609224,50472.5782411304,44834.438482884434,26.013698630136986,1860.9411422406602,4327.545576105293,1925.9624400348373,0.03376041839787958,2025_2050_full_horizon,6.0
New_Zealand,pregnancy_tdap_scaleup,infant_3_11m,22398.54719801575,52105.53617171987,44834.43852788235,26.013698630136986,1920.4632915242096,4467.556248998134,1925.9624400348373,0.00285527297745658,2025_2050_full_horizon,7.0
New_Zealand,current,infant_3_11m,22462.684263643583,52375.85428579251,44834.438468330176,26.013698630136986,1925.9624400348373,4490.7334731335295,1925.9624400348373,0.0,2025_2050_full_horizon,8.0
New_Zealand,adolescent_booster,infant_3_11m,24361.042239005237,56506.952085549754,44834.43847046308,26.013698630136986,2088.7286576935467,4844.935985170044,1925.9624400348373,-0.08451162612276342,2025_2050_full_horizon,9.0
New_Zealand,higher_child_coverage,infant_3_11m,24840.247593258995,57612.63714652434,44834.43837105357,26.013698630136986,2129.8159831688413,4939.738018572458,1925.9624400348373,-0.10584502526971229,2025_2050_full_horizon,10.0
South_Africa,combined_strategy,infant_0_2m,81.90178310093721,155.01781173557214,188153.08950449314,26.013698630136986,1.6733234544327866,3.167146433335841,885.6688136013034,0.9981106668443831,2025_2050_full_horizon,1.0
South_Africa,next_generation_vaccine,infant_0_2m,199.45390048593399,265.9385339812453,188153.08939494102,26.013698630136986,4.075013721547701,5.433351628730267,885.6688136013034,0.9953989418403727,2025_2050_full_horizon,2.0
South_Africa,resistance_guided_treatment,infant_0_2m,15887.06247523548,21182.74996698064,188153.0895404817,26.013698630136986,324.5862696786816,432.7816929049088,885.6688136013034,0.6335128157455945,2025_2050_full_horizon,3.0
South_Africa,maternal_immunization,infant_0_2m,19548.08227750613,37029.81355776171,188153.0894340123,26.013698630136986,399.3840346073201,756.550751603571,885.6688136013034,0.5490593905148968,2025_2050_full_horizon,4.0
South_Africa,pregnancy_tdap_scaleup,infant_0_2m,23238.956652157,44032.26623896997,188153.08962366616,26.013698630136986,474.7917533131978,899.6168460950936,885.6688136013034,0.4639172724366333,2025_2050_full_horizon,5.0
South_Africa,cocooning_adjunct,infant_0_2m,36487.16704052888,48649.55605403851,188153.08946996715,26.013698630136986,745.4640191494045,993.9520255325394,885.6688136013034,0.1583038629098824,2025_2050_full_horizon,6.0
South_Africa,targeted_pep_high_risk,infant_0_2m,40514.96509642109,54019.95346189479,188153.08956243048,26.013698630136986,827.755376790027,1103.6738357200359,885.6688136013034,0.0653894953981603,2025_2050_full_horizon,7.0
South_Africa,higher_child_coverage,infant_0_2m,42176.74220612114,56235.65627482819,188153.08969095102,26.013698630136986,861.7069033545945,1148.942537806126,885.6688136013034,0.027055158631221432,2025_2050_full_horizon,8.0
South_Africa,adolescent_booster,infant_0_2m,42597.9278338869,56797.237111849194,188153.08953042218,26.013698630136986,870.3120865757992,1160.4161154343988,885.6688136013034,0.017339130372064027,2025_2050_full_horizon,9.0
South_Africa,current,infant_0_2m,43349.571710744975,57799.428947659966,188153.08953657205,26.013698630136986,885.6688136013034,1180.8917514684047,885.6688136013034,0.0,2025_2050_full_horizon,10.0
South_Africa,combined_strategy,infant_3_11m,441.4100078589294,864.3113531376694,887118.9284781221,26.013698630136986,1.9127500630712204,3.74529703856556,545.0289887251699,0.996490553525336,2025_2050_full_horizon,1.0
South_Africa,next_generation_vaccine,infant_3_11m,539.4267317271347,950.1356699131848,887118.9279897611,26.013698630136986,2.337483286131408,4.117197234309067,545.0289887251699,0.9957112679609963,2025_2050_full_horizon,2.0
South_Africa,resistance_guided_treatment,infant_3_11m,47083.45976978001,94997.53000342962,887118.9286765754,26.013698630136986,204.02548429054494,411.6502304657605,545.0289887251699,0.6256612244281479,2025_2050_full_horizon,3.0
South_Africa,maternal_immunization,infant_3_11m,105446.97784465911,213400.85045325867,887118.9282567006,26.013698630136986,456.93054072721145,924.7241408179733,545.0289887251699,0.16163993075675098,2025_2050_full_horizon,4.0
South_Africa,cocooning_adjunct,infant_3_11m,106417.8137729156,215438.32057844265,887118.9283624525,26.013698630136986,461.1374377756274,933.5530549633598,545.0289887251699,0.1539212641620512,2025_2050_full_horizon,5.0
South_Africa,higher_child_coverage,infant_3_11m,111269.27724769592,245670.45441612497,887118.9293590547,26.013698630136986,482.1601528574585,1064.557142670691,545.0289887251699,0.11534952666419174,2025_2050_full_horizon,6.0
South_Africa,targeted_pep_high_risk,infant_3_11m,117997.60459847774,238950.82124057892,887118.9287630845,26.013698630136986,511.31583232617373,1035.4391384757448,545.0289887251699,0.061855712441739485,2025_2050_full_horizon,7.0
South_Africa,adolescent_booster,infant_3_11m,124097.85839052597,251296.46617414278,887118.9285265186,26.013698630136986,537.7498974295868,1088.936188441746,545.0289887251699,0.013355420438478038,2025_2050_full_horizon,8.0
South_Africa,pregnancy_tdap_scaleup,infant_3_11m,124750.93414047497,252716.49749618542,887118.9289345479,26.013698630136986,540.5798526862527,1095.0895713056623,545.0289887251699,0.008163118166106709,2025_2050_full_horizon,9.0
South_Africa,current,infant_3_11m,125777.6721006157,254900.93996813928,887118.9286509961,26.013698630136986,545.0289887251699,1104.555357208349,545.0289887251699,0.0,2025_2050_full_horizon,10.0
Sweden,next_generation_vaccine,infant_0_2m,64.42703858519668,91.8223996754803,16911.815307575012,26.013698630136986,14.644543472254867,20.871627088619615,1206.257871197752,0.987859525046901,2025_2050_full_horizon,1.0
Sweden,combined_strategy,infant_0_2m,86.27250819158355,163.29911808215147,16911.81530945868,26.013698630136986,19.610112838892487,37.11859315567025,1206.257871197752,0.983743017718574,2025_2050_full_horizon,2.0
Sweden,resistance_guided_treatment,infant_0_2m,2485.6578866132154,3770.857639194706,16911.81531640723,26.013698630136986,565.0007474814097,857.1321887316982,1206.257871197752,0.5316086543581324,2025_2050_full_horizon,3.0
Sweden,maternal_immunization,infant_0_2m,2867.9715162507036,5436.6697604009605,16911.815313187617,26.013698630136986,651.9022828814867,1235.7784615348728,1206.257871197752,0.45956640081097977,2025_2050_full_horizon,4.0
Sweden,pregnancy_tdap_scaleup,infant_0_2m,3317.571549800775,6290.678696904278,16911.81531620995,26.013698630136986,754.0983075657006,1429.8983722174717,1206.257871197752,0.37484486064582545,2025_2050_full_horizon,5.0
Sweden,cocooning_adjunct,infant_0_2m,4585.898425444714,6959.905798335113,16911.815302992985,26.013698630136986,1042.394472006615,1582.0165770827693,1206.257871197752,0.1358444185971852,2025_2050_full_horizon,6.0
Sweden,targeted_pep_high_risk,infant_0_2m,5006.054635153738,7597.709288969617,16911.815305397256,26.013698630136986,1137.8977886976313,1726.9920584517304,1206.257871197752,0.056671201185400366,2025_2050_full_horizon,7.0
Sweden,adolescent_booster,infant_0_2m,5304.978255539648,8052.0050728088645,16911.81531212911,26.013698630136986,1205.8444151357776,1830.2554468630572,1206.257871197752,0.00034275926553228864,2025_2050_full_horizon,8.0
Sweden,current,infant_0_2m,5306.797209404003,8054.7679078105775,16911.815311971408,26.013698630136986,1206.257871197752,1830.8834511802943,1206.257871197752,0.0,2025_2050_full_horizon,9.0
Sweden,higher_child_coverage,infant_0_2m,5318.321556344938,8072.284386731034,16911.81531466958,26.013698630136986,1208.877404719735,1834.865022019766,1206.257871197752,-0.0021716198372925266,2025_2050_full_horizon,10.0
Sweden,next_generation_vaccine,infant_3_11m,170.5945252896695,328.18121638342717,79632.00073119496,26.013698630136986,8.235222883476586,15.842509942794994,726.3949324427913,0.9886628850014381,2025_2050_full_horizon,1.0
Sweden,combined_strategy,infant_3_11m,392.36502592031076,873.8487769190104,79632.00072702252,26.013698630136986,18.940897633247793,42.183882703968024,726.3949324427913,0.9739247938176667,2025_2050_full_horizon,2.0
